activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,16779482,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2ccc(F)cc2[C@H](C)N1C(=O)Nc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '17.18', 'le': '0.32', 'lle': '1.73', 'sei': '14.34'}",CHEMBL3914936,,CHEMBL3914936,6.95,0,http://www.openphacts.org/units/Nanomolar,2805257,=,1,1,=,,IC50,nM,,112.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,112.0
,16779483,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cc(F)ccc2[C@H](C)N1C(=O)Nc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '19.58', 'le': '0.36', 'lle': '2.70', 'sei': '16.34'}",CHEMBL3936835,,CHEMBL3936835,7.92,0,http://www.openphacts.org/units/Nanomolar,2805258,=,1,1,=,,IC50,nM,,12.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,12.0
,16779484,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2c(F)cccc2[C@H](C)N1C(=O)Nc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '16.54', 'le': '0.30', 'lle': '1.47', 'sei': '13.80'}",CHEMBL3908881,,CHEMBL3908881,6.69,0,http://www.openphacts.org/units/Nanomolar,2805259,=,1,1,=,,IC50,nM,,205.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,205.0
,16779485,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cc(F)cc(F)c2[C@H](C)N1C(=O)Nc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '18.13', 'le': '0.34', 'lle': '2.30', 'sei': '15.80'}",CHEMBL3945715,,CHEMBL3945715,7.66,0,http://www.openphacts.org/units/Nanomolar,2805260,=,1,1,=,,IC50,nM,,22.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,22.0
,16779486,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc2c1[C@H](C)N(C(=O)Nc1cccnc1)[C@H](C)CN2Cc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '15.64', 'le': '0.29', 'lle': '1.43', 'sei': '11.29'}",CHEMBL3917820,,CHEMBL3917820,6.52,0,http://www.openphacts.org/units/Nanomolar,2805261,=,1,1,=,,IC50,nM,,305.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,305.0
,16779487,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)[C@H](C)N(C(=O)Nc1cccnc1)[C@H](C)CN2Cc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '15.07', 'le': '0.28', 'lle': '1.19', 'sei': '10.88'}",CHEMBL3925393,,CHEMBL3925393,6.28,0,http://www.openphacts.org/units/Nanomolar,2805262,=,1,1,=,,IC50,nM,,530.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,530.0
,16779488,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)N(Cc1ccccc1)C[C@@H](C)N(C(=O)Nc1cccnc1)[C@H]2C,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '13.91', 'le': '0.26', 'lle': '0.71', 'sei': '10.04'}",CHEMBL3947185,,CHEMBL3947185,5.80,0,http://www.openphacts.org/units/Nanomolar,2805263,=,1,1,=,,IC50,nM,,1600.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,1600.0
,16779489,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc2c1N(Cc1ccccc1)C[C@@H](C)N(C(=O)Nc1cccnc1)[C@H]2C,,,CHEMBL3864167,J Med Chem,2016.0,,CHEMBL3927837,,CHEMBL3927837,,0,http://www.openphacts.org/units/Nanomolar,2805264,>,1,1,>,,IC50,nM,,6500.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,6500.0
,16779490,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(cc1F)N(Cc1ccccc1)C[C@@H](C)N(C(=O)Nc1cccnc1)[C@H]2C,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '14.69', 'le': '0.27', 'lle': '1.15', 'sei': '11.06'}",CHEMBL3899835,,CHEMBL3899835,6.38,0,http://www.openphacts.org/units/Nanomolar,2805265,=,1,1,=,,IC50,nM,,414.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,414.0
,16779491,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cc(Br)ccc2[C@H](C)N1C(=O)Nc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '13.68', 'le': '0.29', 'lle': '0.52', 'sei': '13.14'}",CHEMBL3974104,,CHEMBL3974104,6.37,0,http://www.openphacts.org/units/Nanomolar,2805266,=,1,1,=,,IC50,nM,,428.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,428.0
,16779492,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cc(C#N)ccc2[C@H](C)N1C(=O)Nc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '14.74', 'le': '0.27', 'lle': '1.11', 'sei': '8.39'}",CHEMBL3944657,,CHEMBL3944657,6.07,0,http://www.openphacts.org/units/Nanomolar,2805267,=,1,1,=,,IC50,nM,,860.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,860.0
,16779493,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cc(OCC(F)(F)F)ccc2[C@H](C)N1C(=O)Nc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '12.59', 'le': '0.24', 'lle': '0.07', 'sei': '10.58'}",CHEMBL3974827,,CHEMBL3974827,6.10,0,http://www.openphacts.org/units/Nanomolar,2805268,=,1,1,=,,IC50,nM,,790.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,790.0
,16779494,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2c(c1)N(Cc1ccccc1)C[C@@H](C)N(C(=O)Nc1cccnc1)[C@H]2C,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '16.57', 'le': '0.30', 'lle': '1.25', 'sei': '13.69'}",CHEMBL3903942,,CHEMBL3903942,6.64,0,http://www.openphacts.org/units/Nanomolar,2805269,=,1,1,=,,IC50,nM,,231.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,231.0
,16779495,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cc(S(C)(=O)=O)ccc2[C@H](C)N1C(=O)Nc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,,CHEMBL3982832,,CHEMBL3982832,,0,http://www.openphacts.org/units/Nanomolar,2805270,>,1,1,>,,IC50,nM,,8000.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,8000.0
,16779496,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cccc(F)c2[C@H](C)N1C(=O)CCc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '17.45', 'le': '0.32', 'lle': '2.13', 'sei': '19.99'}",CHEMBL3912958,,CHEMBL3912958,7.28,0,http://www.openphacts.org/units/Nanomolar,2805271,=,1,1,=,,IC50,nM,,52.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,52.0
,16779497,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCN1C[C@@H](C)N(C(=O)CCc2cccnc2)[C@@H](C)c2ccccc21,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '18.99', 'le': '0.35', 'lle': '2.35', 'sei': '19.78'}",CHEMBL3916048,,CHEMBL3916048,7.21,0,http://www.openphacts.org/units/Nanomolar,2805272,=,1,1,=,,IC50,nM,,62.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,62.0
,16779498,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCN1C[C@@H](C)N(C(=O)CCc2cccnc2)[C@@H](C)c2c(F)cccc21,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '18.06', 'le': '0.34', 'lle': '2.18', 'sei': '19.70'}",CHEMBL3921940,,CHEMBL3921940,7.18,0,http://www.openphacts.org/units/Nanomolar,2805273,=,1,1,=,,IC50,nM,,66.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,66.0
,16779499,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2cnc(C(F)(F)F)s2)c2ccccc2[C@H](C)N1C(=O)CCc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '15.85', 'le': '0.31', 'lle': '2.03', 'sei': '15.25'}",CHEMBL3902886,,CHEMBL3902886,7.52,0,http://www.openphacts.org/units/Nanomolar,2805274,=,1,1,=,,IC50,nM,,30.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,30.0
,16779500,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2cnc(C(F)(F)F)s2)c2cccc(F)c2[C@H](C)N1C(=O)CCc1cccnc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '14.28', 'le': '0.28', 'lle': '1.40', 'sei': '14.25'}",CHEMBL3930876,,CHEMBL3930876,7.03,0,http://www.openphacts.org/units/Nanomolar,2805275,=,1,1,=,,IC50,nM,,93.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,93.0
,16779501,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cccc(F)c2[C@H](C)N1C(=O)NC1COC1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '18.85', 'le': '0.35', 'lle': '3.52', 'sei': '16.13'}",CHEMBL3926201,,CHEMBL3926201,7.23,0,http://www.openphacts.org/units/Nanomolar,2805276,=,1,1,=,,IC50,nM,,59.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,59.0
,16779502,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cccnc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '16.66', 'le': '0.30', 'lle': '1.91', 'sei': '13.77'}",CHEMBL3963167,,CHEMBL3963167,6.67,0,http://www.openphacts.org/units/Nanomolar,2805277,=,1,1,=,,IC50,nM,,212.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,212.0
,16779503,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2ccncc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,,CHEMBL3952497,,CHEMBL3952497,,0,http://www.openphacts.org/units/Nanomolar,2805278,>,1,1,>,,IC50,nM,,11000.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,11000.0
,16779504,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '16.55', 'le': '0.30', 'lle': '1.87', 'sei': '13.67'}",CHEMBL3895005,,CHEMBL3895005,6.63,0,http://www.openphacts.org/units/Nanomolar,2805279,=,1,1,=,,IC50,nM,,236.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,236.0
,16779505,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2ncccc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '18.75', 'le': '0.34', 'lle': '2.75', 'sei': '15.49'}",CHEMBL3943761,,CHEMBL3943761,7.51,0,http://www.openphacts.org/units/Nanomolar,2805280,=,1,1,=,,IC50,nM,,31.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,31.0
,16779506,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2nc(Cl)ccc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '17.11', 'le': '0.33', 'lle': '2.02', 'sei': '15.36'}",CHEMBL3915799,,CHEMBL3915799,7.44,0,http://www.openphacts.org/units/Nanomolar,2805281,=,1,1,=,,IC50,nM,,36.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,36.0
,16779507,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2ncc(Cl)cc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '16.48', 'le': '0.32', 'lle': '1.75', 'sei': '14.79'}",CHEMBL3934795,,CHEMBL3934795,7.17,0,http://www.openphacts.org/units/Nanomolar,2805282,=,1,1,=,,IC50,nM,,68.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,68.0
,16779508,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2nc(F)ccc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '19.65', 'le': '0.36', 'lle': '3.32', 'sei': '16.96'}",CHEMBL3906825,,CHEMBL3906825,8.22,0,http://www.openphacts.org/units/Nanomolar,2805283,=,1,1,=,,IC50,nM,,6.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,6.0
,16779509,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2ncc(F)cc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '16.78', 'le': '0.31', 'lle': '2.12', 'sei': '14.49'}",CHEMBL3925915,,CHEMBL3925915,7.02,0,http://www.openphacts.org/units/Nanomolar,2805284,=,1,1,=,,IC50,nM,,95.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,95.0
,16779510,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2c(n1)N(Cc1ccccc1)C[C@@H](C)N(C(=O)NCc1ccccc1)[C@H]2C,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '18.22', 'le': '0.33', 'lle': '2.48', 'sei': '15.58'}",CHEMBL3897825,,CHEMBL3897825,7.55,0,http://www.openphacts.org/units/Nanomolar,2805285,=,1,1,=,,IC50,nM,,28.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,28.0
,16779511,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2nc(C(F)(F)F)ccc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '14.90', 'le': '0.28', 'lle': '1.20', 'sei': '14.41'}",CHEMBL3916909,,CHEMBL3916909,6.98,0,http://www.openphacts.org/units/Nanomolar,2805286,=,1,1,=,,IC50,nM,,104.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,104.0
,16779512,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cnc(Cl)cc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '15.29', 'le': '0.29', 'lle': '1.23', 'sei': '13.72'}",CHEMBL3986638,,CHEMBL3986638,6.65,0,http://www.openphacts.org/units/Nanomolar,2805287,=,1,1,=,,IC50,nM,,224.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,224.0
,16779513,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cncc(F)c2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '17.07', 'le': '0.31', 'lle': '2.24', 'sei': '14.74'}",CHEMBL3933865,,CHEMBL3933865,7.14,0,http://www.openphacts.org/units/Nanomolar,2805288,=,1,1,=,,IC50,nM,,72.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,72.0
,16779514,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2nnccc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,"{'bei': '15.34', 'le': '0.28', 'lle': '2.00', 'sei': '10.04'}",CHEMBL3961356,,CHEMBL3961356,6.16,0,http://www.openphacts.org/units/Nanomolar,2805289,=,1,1,=,,IC50,nM,,695.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,695.0
,16779515,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2cncnc2[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,,CHEMBL3924956,,CHEMBL3924956,,0,http://www.openphacts.org/units/Nanomolar,2805290,>,1,1,>,,IC50,nM,,6400.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,6400.0
,16779516,[],CHEMBL3865204,Channel blocking activity at recombinant human CaV 3.2 channel expressed in HEK293 cells assessed as inhibition of Ca2+ flux preincubated for 3 mins followed by CaCl2 addition by fluo-4 dye-based FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CN(Cc2ccccc2)c2c(cnn2C)[C@H](C)N1C(=O)NCc1ccccc1,,,CHEMBL3864167,J Med Chem,2016.0,,CHEMBL3952664,,CHEMBL3952664,,0,http://www.openphacts.org/units/Nanomolar,2805291,>,1,1,>,,IC50,nM,,7300.0,CHEMBL1859,Homo sapiens,Voltage-gated T-type calcium channel alpha-1H subunit,9606,,,IC50,nM,UO_0000065,,7300.0
